,SOQL Query
5031,"SELECT Quantity,Status FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
5032,"SELECT MobilePhone,State FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
5033,"SELECT BillingCountry,BillingCity FROM Order ORDER BY TotalAmount DESC NULLS LAST"
5034,"SELECT Amount,Type FROM Opportunity ORDER BY Name DESC NULLS LAST"
5035,"SELECT AccountId,Division FROM User ORDER BY Department DESC NULLS LAST"
5036,"SELECT Status,AccountId FROM Asset GROUP BY AssetLevel"
5037,"SELECT Name,Price FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
5038,"SELECT Company,MobilePhone FROM Lead ORDER BY Name DESC"
5039,"SELECT Amount,Type FROM Opportunity ORDER BY Amount NULLS LAST"
5040,"SELECT AnnualRevenue,Description FROM Lead ORDER BY Rating NULLS LAST"
5041,"SELECT Rating,Country FROM Lead ORDER BY Rating DESC NULLS LAST"
5042,"SELECT ShippingCountry,BillingState FROM Order ORDER BY TotalAmount NULLS LAST"
5043,"SELECT ShippingState,Description FROM Order GROUP BY BillingCity"
5044,"SELECT Business_Unit__c,Username FROM User GROUP BY JobProfile__c"
5045,"SELECT Description,Price FROM Asset ORDER BY Name DESC"
5046,"SELECT Description,BillingPhoneNumber FROM Order ORDER BY Name"
5047,"SELECT AccountId,Status FROM Asset ORDER BY Name"
5048,"SELECT Business_Unit__c,Region__c FROM User ORDER BY FirstName"
5049,"SELECT BillingCountry,Name FROM Order GROUP BY BillingCity"
5050,"SELECT Status,BillingCountry FROM Order ORDER BY GrandTotalAmount DESC"
5051,"SELECT AccountNumber,Description,AccountNumber FROM Account"
5052,"SELECT OwnerId,ContactId FROM Opportunity ORDER BY Name DESC"
5053,"SELECT Email,Description FROM Contact GROUP BY Department"
5054,"SELECT LastName,Name FROM Contact ORDER BY Name DESC NULLS LAST"
5055,"SELECT Name,MiddleName FROM Lead ORDER BY LeadSource"
5056,SELECT AnnualRevenue FROM Account GROUP BY BillingState
5057,"SELECT Description,BillingPhoneNumber FROM Order ORDER BY GrandTotalAmount DESC"
5058,"SELECT LastName,Username FROM User ORDER BY FirstName NULLS LAST"
5059,"SELECT IsPersonAccount,LeadSource FROM Contact ORDER BY FirstName DESC NULLS LAST"
5060,"SELECT LastName,Status FROM Lead ORDER BY AnnualRevenue NULLS LAST"
5061,"SELECT IsActive,JobFamily__c FROM User ORDER BY Name"
5062,"SELECT Quantity,Status FROM Asset ORDER BY SerialNumber NULLS LAST"
5063,"SELECT Username,EmployeeNumber FROM User ORDER BY LastName"
5064,"SELECT Name,Type FROM Opportunity ORDER BY LeadSource NULLS LAST"
5065,"SELECT Phone,Company FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
5066,"SELECT Id,AccountId FROM Order ORDER BY Name"
5067,"SELECT AccountId,GrandTotalAmount FROM Order"
5068,"SELECT SerialNumber,AssetLevel FROM Asset GROUP BY Status"
5069,"SELECT ShippingCity,EndDate FROM Order ORDER BY Name DESC"
5070,"SELECT Description,BillingPhoneNumber FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
5071,"SELECT Id,IsPublic,Id FROM Document"
5072,"SELECT Name,AccountId FROM Asset ORDER BY Price DESC NULLS LAST"
5073,"SELECT Quantity,AccountId FROM Asset ORDER BY Quantity DESC"
5074,"SELECT Author.Name,Body FROM Document ORDER BY Name DESC"
5075,"SELECT Name,LeadSource FROM Contact GROUP BY Department"
5076,"SELECT Username,EmployeeNumber FROM User ORDER BY Department DESC"
5077,"SELECT Price,Quantity FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
5078,"SELECT Id,Name FROM User GROUP BY City"
5079,"SELECT AboutMe,Department FROM User GROUP BY JobFamily__c"
5080,"SELECT Id,Rating FROM Lead ORDER BY FirstName DESC"
5081,"SELECT AccountId,ContactId FROM Asset ORDER BY Price DESC NULLS LAST LIMIT 1"
5082,"SELECT Company,LastName FROM Lead ORDER BY LastName NULLS LAST"
5083,"SELECT Description,FirstName FROM Contact ORDER BY Department"
5084,SELECT Keywords FROM Document GROUP BY Type
5085,"SELECT Id,Description FROM Contact ORDER BY LastName DESC NULLS LAST"
5086,"SELECT AnnualRevenue,Id FROM Account GROUP BY BillingCity"
5087,"SELECT Business_Unit__c,Email FROM User ORDER BY LastName"
5088,"SELECT Phone,Company FROM Lead GROUP BY State"
5089,"SELECT ContactId,Id FROM Opportunity ORDER BY Probability DESC"
5090,"SELECT Name,SerialNumber FROM Asset ORDER BY SerialNumber NULLS LAST"
5091,"SELECT AccountId,Division FROM User GROUP BY JobFamily__c"
5092,"SELECT Id,Quantity FROM Asset GROUP BY Status"
5093,"SELECT FirstName,EmployeeNumber FROM User GROUP BY Country"
5094,SELECT ContactId FROM Opportunity
5095,"SELECT Status,Description FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
5096,"SELECT Id,Phone FROM Lead ORDER BY Name DESC"
5097,"SELECT Status,Company FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
5098,"SELECT ShippingState,BillingCity FROM Order ORDER BY TotalAmount DESC NULLS LAST"
5099,"SELECT AccountId,EmployeeNumber FROM User ORDER BY Department NULLS LAST"
5100,"SELECT BillingStreet,Type FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
5101,"SELECT BillingCountry,BillingCity FROM Order ORDER BY TotalAmount DESC"
5102,"SELECT Ownership,AccountNumber FROM Account ORDER BY Name DESC"
5103,"SELECT AccountId,Amount FROM Opportunity ORDER BY LeadSource NULLS LAST"
5104,"SELECT Name,Website FROM Account ORDER BY NumberOfEmployees NULLS LAST"
5105,"SELECT Rating,NumberOfEmployees FROM Lead ORDER BY FirstName"
5106,"SELECT Email,Rating FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
5107,"SELECT Username,EmployeeNumber FROM User GROUP BY Division"
5108,"SELECT ShippingCity,EndDate FROM Order GROUP BY BillingState"
5109,"SELECT Url,Keywords FROM Document ORDER BY Name"
5110,"SELECT ManagerId,Title,ManagerId FROM User"
5111,"SELECT LastName,Department,LastName FROM Contact"
5112,"SELECT JobFamily__c,Division FROM User ORDER BY Department DESC NULLS LAST"
5113,"SELECT Id,ManagerId FROM User ORDER BY Department DESC"
5114,"SELECT Division,MiddleName FROM User GROUP BY Division"
5115,"SELECT Description,EndDate FROM Order GROUP BY BillingCountry"
5116,"SELECT JobProfile__c,Email FROM User ORDER BY Name"
5117,"SELECT Status,BillingCountry FROM Order ORDER BY GrandTotalAmount NULLS LAST"
5118,"SELECT Comments,IsEscalated FROM Case ORDER BY ClosedDate DESC"
5119,"SELECT Price,Name FROM Asset ORDER BY Price"
5120,"SELECT Id,Phone FROM Lead ORDER BY NumberOfEmployees"
5121,SELECT NumberOfEmployees FROM Lead GROUP BY Status
5122,"SELECT Description,AssetLevel FROM Asset ORDER BY Price NULLS LAST"
5123,"SELECT Phone,Ownership FROM Account"
5124,"SELECT Id,Country FROM User GROUP BY JobFamily__c"
5125,"SELECT BillingPostalCode,BillingState FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST"
5126,"SELECT Id,ManagerId FROM User GROUP BY State"
5127,SELECT Country FROM Lead GROUP BY City
5128,"SELECT MiddleName,LastName FROM Lead ORDER BY NumberOfEmployees DESC"
5129,"SELECT Name,FirstName FROM User ORDER BY LastName DESC"
5130,"SELECT IsPersonAccount,BillingPostalCode FROM Account ORDER BY Name"
5131,"SELECT AccountId,Name FROM Contact ORDER BY Name"
5132,"SELECT AssetLevel,Name FROM Asset ORDER BY Quantity NULLS LAST"
5133,"SELECT State,UserType FROM User ORDER BY LastName DESC NULLS LAST"
5134,"SELECT IsPersonAccount,Industry FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
5135,"SELECT org62_Chatter_Link__c,Country FROM User ORDER BY Department"
5136,"SELECT Id,Probability FROM Opportunity ORDER BY Amount DESC"
5137,"SELECT Email,Name,Email FROM Lead"
5138,"SELECT ContactId,Quantity FROM Asset GROUP BY AssetLevel"
5139,SELECT AccountId FROM Order GROUP BY BillingState
5140,"SELECT NumberOfEmployees,Ownership FROM Account ORDER BY NumberOfEmployees NULLS LAST"
5141,"SELECT Department,Id FROM Contact ORDER BY Name"
5142,"SELECT OrderedDate,Id FROM Order ORDER BY TotalAmount DESC"
5143,"SELECT BillingCountry,IsPersonAccount,BillingCountry FROM Account"
5144,"SELECT Company,State FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
5145,"SELECT org62_Chatter_Link__c,Division FROM User ORDER BY Name NULLS LAST"
5146,"SELECT CaseNumber,Type FROM Case ORDER BY ClosedDate"
5147,"SELECT Status,SerialNumber FROM Asset ORDER BY Name DESC"
5148,"SELECT LastName,MiddleName FROM Lead GROUP BY Country"
5149,"SELECT Department,IsPersonAccount FROM Contact ORDER BY Department DESC"
5150,"SELECT Status,SerialNumber FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
5151,SELECT Type FROM Account GROUP BY BillingState
5152,"SELECT LeadSource,Id FROM Lead ORDER BY Name NULLS LAST"
5153,"SELECT FiscalYear,FiscalQuarter,FiscalYear FROM Opportunity"
5154,"SELECT LastName,Id FROM Lead ORDER BY NumberOfEmployees"
5155,"SELECT JobFamily__c,Division FROM User GROUP BY State"
5156,"SELECT MiddleName,State FROM Lead ORDER BY Name DESC NULLS LAST"
5157,"SELECT BillingPhoneNumber,ShippingState FROM Order GROUP BY BillingState"
5158,"SELECT Id,MiddleName FROM Contact ORDER BY FirstName NULLS LAST"
5159,"SELECT CaseNumber,Type FROM Case ORDER BY ClosedDate DESC"
5160,"SELECT CaseNumber,AccountId FROM Case ORDER BY ClosedDate NULLS LAST"
5161,"SELECT LeadSource,Name FROM Opportunity ORDER BY LeadSource DESC"
5162,"SELECT Id,Name FROM User ORDER BY LastName NULLS LAST"
5163,"SELECT FiscalQuarter,NextStep FROM Opportunity ORDER BY Probability DESC"
5164,"SELECT Type,OwnerId FROM Order GROUP BY BillingState"
5165,"SELECT org62_Chatter_Link__c,IsActive FROM User GROUP BY Division"
5166,"SELECT City,MiddleName FROM User ORDER BY Department"
5167,SELECT OwnerId FROM Case GROUP BY Status
5168,"SELECT LeadSource,AccountId FROM Contact ORDER BY FirstName NULLS LAST"
5169,"SELECT Type,Id FROM Opportunity ORDER BY Name NULLS LAST"
5170,"SELECT BillingCountry,TotalAmount FROM Order ORDER BY OrderedDate DESC"
5171,"SELECT MobilePhone,Email FROM Lead ORDER BY Name DESC NULLS LAST"
5172,"SELECT FiscalQuarter,NextStep FROM Opportunity"
5173,"SELECT Industry,Ownership FROM Account GROUP BY BillingCity"
5174,"SELECT IsPersonAccount,Id FROM Contact ORDER BY Name DESC NULLS LAST"
5175,"SELECT Rating,Country FROM Lead ORDER BY FirstName DESC"
5176,"SELECT OwnerId,NextStep,OwnerId FROM Opportunity"
5177,"SELECT AboutMe,FirstName FROM User ORDER BY Name DESC"
5178,"SELECT Industry,Id FROM Account ORDER BY NumberOfEmployees"
5179,"SELECT BillingCity,ShippingState FROM Order ORDER BY OrderedDate DESC"
5180,"SELECT ShippingCountry,Description FROM Order ORDER BY TotalAmount"
5181,"SELECT Division,MiddleName FROM User ORDER BY Name"
5182,"SELECT BillingStreet,Website FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST"
5183,"SELECT IsEscalated,Description FROM Case ORDER BY ClosedDate"
5184,"SELECT ShippingCountry,BillingState FROM Order GROUP BY BillingState"
5185,"SELECT AboutMe,Division FROM User ORDER BY Department"
5186,"SELECT OwnerId,GrandTotalAmount FROM Order ORDER BY TotalAmount NULLS LAST"
5187,"SELECT LastName,Email FROM Lead GROUP BY City"
5188,"SELECT AccountId,Description FROM Asset ORDER BY Name DESC"
5189,SELECT Country FROM User GROUP BY JobFamily__c
5190,"SELECT ShippingCountry,AccountId FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
5191,"SELECT GrandTotalAmount,BillingState FROM Order ORDER BY GrandTotalAmount NULLS LAST"
5192,"SELECT BillingCountry,BillingCity FROM Order ORDER BY OrderedDate"
5193,"SELECT Type,ContactId FROM Case ORDER BY ClosedDate DESC NULLS LAST"
5194,SELECT Region__c FROM User GROUP BY City
5195,"SELECT Description,MiddleName FROM Lead ORDER BY LastName DESC"
5196,"SELECT OwnerId,BillingCity FROM Order ORDER BY Name"
5197,"SELECT Name,IsClosed FROM Opportunity ORDER BY Probability DESC NULLS LAST"
5198,"SELECT ShippingCountry,Name FROM Order GROUP BY BillingCountry"
5199,"SELECT AccountId,OrderedDate FROM Order ORDER BY OrderedDate DESC"
5200,"SELECT LeadSource,StageName FROM Opportunity ORDER BY Amount NULLS LAST"
5201,"SELECT OrderedDate,Status FROM Order ORDER BY GrandTotalAmount NULLS LAST"
5202,"SELECT State,Rating FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
5203,"SELECT Name,Type FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
5204,"SELECT FirstName,Company FROM Lead GROUP BY Rating"
5205,"SELECT Type,AnnualRevenue FROM Account GROUP BY BillingCity"
5206,"SELECT BillingState,Description,BillingState FROM Order"
5207,"SELECT IsClosed,OwnerId FROM Opportunity ORDER BY Name DESC"
5208,"SELECT AccountId,Description FROM Case GROUP BY Status"
5209,"SELECT Phone,Website FROM Account ORDER BY Name"
5210,"SELECT Department,EmployeeNumber FROM User ORDER BY Department NULLS LAST"
5211,"SELECT Department,EmployeeNumber FROM User"
5212,"SELECT ShippingState,Description FROM Order GROUP BY Status"
5213,SELECT Department FROM Contact
5214,"SELECT LastName,FirstName FROM Contact ORDER BY Department DESC NULLS LAST"
5215,SELECT Business_Unit__c FROM User GROUP BY City
5216,"SELECT AccountId,Description FROM Asset ORDER BY Price DESC NULLS LAST"
5217,"SELECT Department,IsActive FROM User GROUP BY City"
5218,"SELECT FirstName,Rating FROM Lead ORDER BY LeadSource"
5219,"SELECT MiddleName,AccountId FROM Contact ORDER BY LeadSource DESC NULLS LAST"
5220,"SELECT BillingPhoneNumber,ShippingState FROM Order GROUP BY Type"
5221,"SELECT IsClosed,Description FROM Opportunity ORDER BY LeadSource"
5222,"SELECT Department,IsPersonAccount FROM Contact ORDER BY LeadSource DESC"
5223,"SELECT Department,Id FROM Contact ORDER BY LastName DESC"
5224,"SELECT Name,IsClosed FROM Opportunity ORDER BY LeadSource NULLS LAST"
5225,"SELECT Industry,Ownership FROM Account ORDER BY Name NULLS LAST"
5226,"SELECT Quantity,AccountId FROM Asset ORDER BY Price NULLS LAST"
5227,"SELECT Email,Region__c FROM User GROUP BY JobFamily__c"
5228,"SELECT CaseNumber,Description FROM Case ORDER BY ClosedDate"
5229,"SELECT ShippingCountry,Name FROM Order"
5230,"SELECT LeadSource,Id FROM Lead ORDER BY LeadSource DESC NULLS LAST"
5231,SELECT IsPersonAccount FROM Account GROUP BY BillingCountry
5232,"SELECT Type,IsPersonAccount FROM Account GROUP BY BillingCity"
5233,"SELECT Probability,OwnerId FROM Opportunity ORDER BY Name NULLS LAST"
5234,"SELECT Phone,Ownership FROM Account GROUP BY BillingCity"
5235,"SELECT Department,LeadSource FROM Contact ORDER BY FirstName DESC"
5236,"SELECT Description,Price FROM Asset ORDER BY Name DESC NULLS LAST"
5237,"SELECT Country,EmployeeNumber FROM User ORDER BY FirstName"
5238,"SELECT FirstName,Name FROM Contact ORDER BY Name DESC"
5239,"SELECT FiscalYear,Probability FROM Opportunity ORDER BY Probability"
5240,"SELECT BillingPostalCode,BillingState FROM Account ORDER BY Name DESC NULLS LAST"
5241,"SELECT Industry,Ownership FROM Account GROUP BY BillingCountry"
5242,"SELECT Status,BillingCountry FROM Order ORDER BY TotalAmount DESC"
5243,"SELECT CompanyName,Region__c FROM User ORDER BY FirstName NULLS LAST"
5244,"SELECT FiscalQuarter,NextStep FROM Opportunity ORDER BY Amount NULLS LAST"
5245,"SELECT Name,MiddleName FROM Lead ORDER BY Name"
5246,"SELECT Department,AccountId FROM Contact ORDER BY LeadSource DESC NULLS LAST"
5247,"SELECT AccountId,Status FROM Asset ORDER BY Quantity DESC NULLS LAST"
5248,"SELECT FirstName,LeadSource FROM Contact ORDER BY LastName DESC NULLS LAST"
5249,SELECT CompanyName FROM User
5250,"SELECT OwnerId,Amount FROM Opportunity ORDER BY Amount"
5251,"SELECT Rating,NumberOfEmployees FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
5252,"SELECT IsClosed,FiscalQuarter FROM Opportunity ORDER BY Name NULLS LAST"
5253,SELECT Name FROM User GROUP BY JobFamily__c
5254,"SELECT IsPersonAccount,Id FROM Contact ORDER BY LastName DESC NULLS LAST"
5255,"SELECT ContactId,HasOpenActivity FROM Opportunity ORDER BY Name DESC"
5256,"SELECT Name,Price FROM Asset ORDER BY Quantity"
5257,"SELECT AccountId,OrderedDate FROM Order ORDER BY Name NULLS LAST"
5258,SELECT Title FROM User GROUP BY JobProfile__c
5259,"SELECT Phone,Description FROM Lead GROUP BY City"
5260,"SELECT OrderedDate,Name FROM Order ORDER BY GrandTotalAmount NULLS LAST LIMIT 1"
5261,"SELECT IsPersonAccount,LastName FROM Contact ORDER BY LeadSource NULLS LAST"
5262,"SELECT LastName,Email FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
5263,"SELECT Department,Id FROM Contact ORDER BY LastName"
5264,"SELECT Industry,Ownership FROM Account ORDER BY NumberOfEmployees"
5265,"SELECT BillingPostalCode,AccountNumber FROM Account"
5266,"SELECT Description,Url FROM Document"
5267,"SELECT LastName,MiddleName FROM Lead ORDER BY NumberOfEmployees DESC"
5268,"SELECT HasOpenActivity,ContactId FROM Opportunity ORDER BY LeadSource"
5269,"SELECT Phone,Company FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
5270,"SELECT EmployeeNumber,FirstName FROM User GROUP BY Division"
5271,"SELECT Price,AssetLevel FROM Asset GROUP BY AssetLevel"
5272,"SELECT Status,Country FROM Lead GROUP BY State"
5273,"SELECT JobProfile__c,CompanyName FROM User ORDER BY FirstName DESC"
5274,SELECT Name FROM Opportunity GROUP BY Type
5275,"SELECT BillingCountry,AccountId FROM Order ORDER BY Name NULLS LAST"
5276,"SELECT JobProfile__c,Email FROM User ORDER BY LastName DESC NULLS LAST"
5277,"SELECT CompanyName,Region__c FROM User GROUP BY Department"
5278,"SELECT LastName,Username FROM User ORDER BY LastName DESC"
5279,"SELECT EmployeeNumber,FirstName FROM User ORDER BY LastName NULLS LAST"
5280,"SELECT IsClosed,FiscalQuarter FROM Opportunity ORDER BY LeadSource DESC"
5281,"SELECT LeadSource,AccountId FROM Contact ORDER BY LastName DESC"
5282,SELECT count(id) FROM Asset GROUP BY Status
5283,"SELECT AccountId,ShippingCity FROM Order ORDER BY Name"
5284,"SELECT Phone,BillingState FROM Account GROUP BY BillingCountry"
5285,"SELECT Status,Company FROM Lead"
5286,SELECT MiddleName FROM Lead GROUP BY Status
5287,"SELECT FirstName,Department FROM Contact ORDER BY FirstName"
5288,"SELECT BillingCountry,BillingCity FROM Order GROUP BY Type"
5289,"SELECT BillingCountry,BillingCity FROM Order ORDER BY Name DESC NULLS LAST"
5290,"SELECT AccountId,OwnerId FROM Case"
5291,"SELECT Business_Unit__c,Username FROM User ORDER BY Department DESC"
5292,"SELECT Comments,IsEscalated FROM Case"
5293,"SELECT Status,Country FROM Lead ORDER BY LeadSource"
5294,SELECT ShippingCity FROM Order GROUP BY Status
5295,"SELECT ContactId,Quantity FROM Asset ORDER BY Price"
5296,"SELECT Rating,FirstName FROM Lead ORDER BY LeadSource DESC"
5297,"SELECT MobilePhone,City,MobilePhone FROM Lead"
5298,"SELECT Email,UserType FROM User GROUP BY City"
5299,"SELECT LastName,Rating FROM Lead ORDER BY AnnualRevenue NULLS LAST"
5300,"SELECT Id,ManagerId FROM User GROUP BY Country"
5301,"SELECT JobProfile__c,AboutMe FROM User ORDER BY Name NULLS LAST"
5302,"SELECT Quantity,ContactId FROM Asset ORDER BY Name NULLS LAST"
5303,"SELECT BillingCountry,OwnerId FROM Order GROUP BY BillingCountry"
5304,"SELECT Email,Region__c FROM User ORDER BY LastName"
5305,"SELECT BillingCountry,Name FROM Order"
5306,"SELECT UserRoleId,MiddleName FROM User GROUP BY State"
5307,"SELECT LeadSource,Id FROM Lead ORDER BY Rating DESC NULLS LAST LIMIT 1"
5308,"SELECT Business_Unit__c,Name FROM User ORDER BY FirstName"
5309,"SELECT AccountId,UserRoleId FROM User ORDER BY FirstName"
5310,"SELECT Status,AccountId FROM Asset ORDER BY Price DESC NULLS LAST"
5311,"SELECT OwnerId,ContactId FROM Opportunity ORDER BY Amount DESC"
5312,"SELECT AccountId,Amount FROM Opportunity ORDER BY Probability DESC"
5313,"SELECT Id,Probability FROM Opportunity ORDER BY LeadSource"
5314,"SELECT City,MiddleName FROM User ORDER BY FirstName DESC"
5315,"SELECT ShippingState,BillingCity FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
5316,"SELECT Department,LeadSource FROM Contact ORDER BY FirstName DESC NULLS LAST"
5317,"SELECT AccountId,Id FROM Opportunity ORDER BY Amount DESC NULLS LAST"
5318,"SELECT BillingStreet,BillingCountry FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
5319,"SELECT GrandTotalAmount,Status FROM Order ORDER BY TotalAmount"
5320,"SELECT Id,Phone FROM Lead"
5321,SELECT Description FROM Account GROUP BY BillingState
5322,"SELECT Status,Country FROM Lead GROUP BY Status"
5323,"SELECT Keywords,ContentType FROM Document ORDER BY Name DESC NULLS LAST"
5324,"SELECT Comments,IsEscalated FROM Case GROUP BY Status"
5325,"SELECT Department,UserType FROM User ORDER BY LastName NULLS LAST"
5326,"SELECT Name,MiddleName FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
5327,"SELECT Id,Company FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
5328,"SELECT OwnerId,EndDate FROM Order GROUP BY Type"
5329,"SELECT Id,BillingCountry FROM Order GROUP BY Status"
5330,"SELECT BillingStreet,Type FROM Account ORDER BY AnnualRevenue"
5331,"SELECT MobilePhone,Email FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
5332,"SELECT Phone,Name FROM Contact ORDER BY LastName DESC NULLS LAST"
5333,"SELECT Email,Business_Unit__c FROM User GROUP BY Department"
5334,SELECT Origin FROM Case GROUP BY Type
5335,"SELECT org62_Chatter_Link__c,Division FROM User GROUP BY Department"
5336,"SELECT GrandTotalAmount,Status FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
5337,"SELECT Type,ContentType,Type FROM Document"
5338,"SELECT Type,AnnualRevenue FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST"
5339,"SELECT State,JobFamily__c FROM User GROUP BY Country"
5340,"SELECT Phone,Description FROM Lead ORDER BY AnnualRevenue DESC"
5341,"SELECT AccountId,TotalAmount FROM Order ORDER BY Name NULLS LAST"
5342,"SELECT BillingStreet,Type FROM Account ORDER BY Name"
5343,"SELECT Company,LastName FROM Lead ORDER BY Rating DESC NULLS LAST LIMIT 1"
5344,"SELECT LeadSource,Id FROM Contact ORDER BY LeadSource DESC"
5345,"SELECT AccountId,Description FROM Case ORDER BY ClosedDate NULLS LAST"
5346,"SELECT IsPersonAccount,LastName FROM Contact ORDER BY LeadSource DESC NULLS LAST"
5347,"SELECT FirstName,Country FROM Lead ORDER BY AnnualRevenue"
5348,"SELECT Id,Rating FROM Lead ORDER BY Name NULLS LAST"
5349,"SELECT LastName,Status FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
5350,"SELECT Email,Rating FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
5351,"SELECT Department,EmployeeNumber FROM User GROUP BY Division"
5352,"SELECT ShippingCountry,AccountId FROM Order ORDER BY TotalAmount DESC NULLS LAST"
5353,"SELECT Probability,StageName FROM Opportunity ORDER BY Amount"
5354,"SELECT IsPersonAccount,Email FROM Contact ORDER BY Name NULLS LAST"
5355,"SELECT IsConverted,MobilePhone FROM Lead ORDER BY LeadSource DESC NULLS LAST"
5356,"SELECT Status,Description FROM Order ORDER BY TotalAmount"
5357,"SELECT ShippingCountry,BillingState FROM Order ORDER BY TotalAmount DESC"
5358,"SELECT NextStep,OwnerId FROM Opportunity ORDER BY Name DESC"
5359,"SELECT StageName,IsClosed FROM Opportunity ORDER BY Probability DESC NULLS LAST"
5360,"SELECT org62_Chatter_Link__c,Country FROM User ORDER BY FirstName NULLS LAST"
5361,"SELECT Status,Quantity,Status FROM Asset"
5362,"SELECT BillingPostalCode,AccountNumber FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
5363,"SELECT Country,MiddleName FROM Lead GROUP BY Status"
5364,"SELECT Email,LastName FROM Contact ORDER BY FirstName NULLS LAST"
5365,"SELECT IsClosed,StageName FROM Opportunity ORDER BY Probability"
5366,"SELECT IsConverted,NumberOfEmployees FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
5367,"SELECT IsPublic,Id FROM Document"
5368,"SELECT Email,Business_Unit__c FROM User ORDER BY Department DESC"
5369,"SELECT IsPersonAccount,LeadSource FROM Contact ORDER BY Name DESC NULLS LAST"
5370,"SELECT AccountId,NextStep FROM Opportunity ORDER BY Probability NULLS LAST LIMIT 1"
5371,"SELECT LeadSource,StageName FROM Opportunity ORDER BY Probability"
5372,"SELECT ShippingCountry,Description FROM Order GROUP BY BillingState"
5373,SELECT BillingPhoneNumber FROM Order GROUP BY BillingState
5374,"SELECT LastName,Email FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
5375,"SELECT Price,Quantity,Price FROM Asset"
5376,"SELECT LastName,LeadSource FROM Contact ORDER BY LeadSource DESC"
5377,"SELECT LeadSource,Id FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
5378,"SELECT LastName,Username FROM User GROUP BY JobProfile__c"
5379,"SELECT LeadSource,Id FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
5380,"SELECT AccountId,Probability FROM Opportunity ORDER BY LeadSource NULLS LAST"
5381,"SELECT FirstName,Department FROM Contact ORDER BY Name DESC NULLS LAST"
5382,"SELECT HasOpenActivity,Description FROM Opportunity ORDER BY Amount DESC"
5383,"SELECT IsPersonAccount,BillingPostalCode FROM Account GROUP BY BillingCountry"
5384,"SELECT SerialNumber,AssetLevel FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
5385,SELECT Department FROM User GROUP BY Department
5386,"SELECT Quantity,ContactId FROM Asset ORDER BY Name"
5387,"SELECT SerialNumber,ContactId,SerialNumber FROM Asset"
5388,"SELECT Id,Description FROM Case GROUP BY Type"
5389,"SELECT NumberOfEmployees,City,NumberOfEmployees FROM Lead"
5390,"SELECT Name,MiddleName FROM Lead ORDER BY LastName NULLS LAST"
5391,SELECT Id FROM Account GROUP BY BillingState
5392,"SELECT AccountId,EmployeeNumber FROM User ORDER BY LastName DESC NULLS LAST"
5393,"SELECT BillingCountry,Name FROM Account ORDER BY AnnualRevenue NULLS LAST"
5394,"SELECT OwnerId,ContactId FROM Opportunity ORDER BY Name NULLS LAST"
5395,"SELECT Phone,Ownership FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
5396,"SELECT EndDate,Name FROM Order ORDER BY OrderedDate NULLS LAST"
5397,"SELECT Email,Company FROM Lead ORDER BY LastName DESC NULLS LAST"
5398,"SELECT UserRoleId,MiddleName FROM User ORDER BY Department NULLS LAST"
5399,"SELECT Name,FirstName FROM User GROUP BY JobProfile__c"
5400,"SELECT BillingCountry,Name FROM Order ORDER BY Name DESC NULLS LAST"
5401,"SELECT Name,LeadSource FROM Contact ORDER BY Name DESC"
