,SOQL Query
5453,"SELECT BillingCountry,TotalAmount FROM Order ORDER BY TotalAmount DESC"
5454,"SELECT AccountId,CaseNumber FROM Case"
5455,SELECT LeadSource FROM Lead
5456,"SELECT CompanyName,EmployeeNumber FROM User ORDER BY FirstName DESC"
5457,"SELECT Id,OwnerId FROM Case ORDER BY ClosedDate NULLS LAST"
5458,"SELECT FirstName,Company FROM Lead ORDER BY NumberOfEmployees DESC"
5459,"SELECT Origin,Type FROM Case ORDER BY ClosedDate DESC"
5460,"SELECT org62_Chatter_Link__c,State FROM User ORDER BY LastName DESC"
5461,"SELECT Department,Department FROM Contact ORDER BY Name NULLS LAST"
5462,"SELECT EmployeeNumber,FirstName FROM User ORDER BY LastName NULLS LAST"
5463,"SELECT Department,Department FROM Contact ORDER BY Name DESC NULLS LAST"
5464,"SELECT Name,ContactId FROM Asset ORDER BY SerialNumber"
5465,"SELECT Name,AnnualRevenue FROM Lead ORDER BY LastName DESC NULLS LAST"
5466,"SELECT Id,State FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
5467,"SELECT Id,AnnualRevenue FROM Lead GROUP BY Status"
5468,"SELECT Department,Phone FROM Contact ORDER BY Department"
5469,"SELECT ManagerId,Business_Unit__c FROM User ORDER BY Department"
5470,"SELECT Description,MobilePhone FROM Lead GROUP BY State"
5471,"SELECT IsPersonAccount,Ownership FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
5472,"SELECT Status,BillingPhoneNumber FROM Order ORDER BY GrandTotalAmount"
5473,"SELECT AccountId,Quantity FROM Asset ORDER BY Quantity DESC"
5474,SELECT BillingStreet FROM Account GROUP BY BillingCity
5475,"SELECT AccountId,ShippingCity FROM Order ORDER BY TotalAmount"
5476,SELECT LastName FROM Lead GROUP BY Country
5477,"SELECT LastName,Rating FROM Lead ORDER BY AnnualRevenue"
5478,"SELECT BillingCity,BillingCity FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
5479,"SELECT ClosedDate,Reason FROM Case ORDER BY ClosedDate DESC NULLS LAST"
5480,"SELECT UserRoleId,Department FROM User GROUP BY JobProfile__c"
5481,"SELECT AboutMe,ManagerId FROM User GROUP BY City"
5482,SELECT ContactId FROM Asset GROUP BY AssetLevel
5483,"SELECT Website,BillingCountry,Website FROM Account"
5484,"SELECT LastName,IsConverted FROM Lead ORDER BY AnnualRevenue"
5485,"SELECT BillingCity,Type,BillingCity FROM Order"
5486,"SELECT Price,Quantity FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
5487,"SELECT JobProfile__c,CompanyName FROM User GROUP BY Division"
5488,"SELECT Description,ContactId FROM Asset ORDER BY Quantity NULLS LAST"
5489,"SELECT ContactId,AccountId FROM Asset ORDER BY Name NULLS LAST"
5490,"SELECT GrandTotalAmount,Status FROM Order ORDER BY OrderedDate DESC"
5491,"SELECT LastName,Department FROM Contact ORDER BY Name DESC NULLS LAST"
5492,SELECT Id FROM User
5493,"SELECT Email,LastName FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
5494,"SELECT Rating,State FROM Lead GROUP BY IsConverted"
5495,"SELECT AccountId,Quantity FROM Asset ORDER BY Price DESC NULLS LAST LIMIT 1"
5496,"SELECT Type,Name FROM Opportunity ORDER BY Name"
5497,"SELECT AuthorId,Type FROM Document ORDER BY Name DESC NULLS LAST"
5498,"SELECT Department,UserType FROM User ORDER BY Name DESC NULLS LAST"
5499,"SELECT AccountNumber,BillingCity FROM Account GROUP BY BillingCity"
5500,"SELECT LeadSource,Phone FROM Contact ORDER BY LastName NULLS LAST"
5501,"SELECT MiddleName,Description FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
5502,"SELECT Email,Company FROM Lead ORDER BY Rating DESC NULLS LAST"
5503,"SELECT OwnerId,FiscalQuarter FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
5504,SELECT ShippingCity FROM Order GROUP BY Status
5505,SELECT Country FROM Lead GROUP BY Status
5506,"SELECT Rating,FirstName FROM Lead ORDER BY Rating NULLS LAST"
5507,"SELECT IsPublic,Id FROM Document ORDER BY Name NULLS LAST"
5508,"SELECT Description,HasOpenActivity FROM Opportunity ORDER BY LeadSource NULLS LAST"
5509,"SELECT FirstName,Name FROM Contact ORDER BY FirstName"
5510,"SELECT LastName,Department FROM Contact GROUP BY Department"
5511,"SELECT HasOpenActivity,IsClosed FROM Opportunity ORDER BY Probability NULLS LAST"
5512,"SELECT Price,Quantity FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
5513,"SELECT Id,State FROM Lead ORDER BY Rating DESC"
5514,"SELECT FirstName,org62_Chatter_Link__c FROM User ORDER BY FirstName DESC"
5515,"SELECT IsPersonAccount,Ownership,IsPersonAccount FROM Account"
5516,"SELECT NumberOfEmployees,BillingCountry FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST"
5517,"SELECT Region__c,AccountId FROM User ORDER BY FirstName"
5518,"SELECT Status,AccountId FROM Case"
5519,"SELECT Rating,FirstName FROM Lead ORDER BY NumberOfEmployees"
5520,"SELECT Id,IsPersonAccount FROM Contact ORDER BY Department"
5521,"SELECT BillingState,Status FROM Order GROUP BY Status"
5522,"SELECT Id,Phone FROM Lead ORDER BY Name DESC NULLS LAST"
5523,"SELECT Email,AccountId FROM Contact ORDER BY LastName NULLS LAST"
5524,"SELECT LeadSource,IsPersonAccount FROM Contact ORDER BY FirstName DESC"
5525,SELECT BillingState FROM Account GROUP BY BillingCountry
5526,"SELECT Quantity,AssetLevel FROM Asset ORDER BY SerialNumber"
5527,"SELECT GrandTotalAmount,BillingState FROM Order GROUP BY Status"
5528,"SELECT FiscalYear,ContactId FROM Opportunity ORDER BY LeadSource"
5529,"SELECT ShippingState,Description FROM Order GROUP BY BillingCity"
5530,"SELECT AccountId,OrderedDate FROM Order GROUP BY Type"
5531,"SELECT IsActive,State FROM User GROUP BY JobFamily__c"
5532,SELECT Amount FROM Opportunity GROUP BY Type
5533,SELECT BillingState FROM Account GROUP BY Type
5534,"SELECT AccountId,AccountId FROM Order ORDER BY GrandTotalAmount NULLS LAST"
5535,SELECT IsPersonAccount FROM Account GROUP BY BillingState
5536,SELECT Origin FROM Case GROUP BY Status
5537,"SELECT Company,Name FROM Lead ORDER BY Name DESC NULLS LAST"
5538,"SELECT Ownership,Phone FROM Account"
5539,"SELECT FiscalQuarter,OwnerId FROM Opportunity ORDER BY Amount DESC NULLS LAST"
5540,"SELECT FirstName,Country FROM Lead ORDER BY LastName"
5541,"SELECT Country,MiddleName FROM Lead ORDER BY NumberOfEmployees DESC"
5542,"SELECT OwnerId,BillingCity FROM Order ORDER BY GrandTotalAmount NULLS LAST"
5543,"SELECT Price,SerialNumber FROM Asset ORDER BY Quantity DESC NULLS LAST"
5544,"SELECT DeveloperName,Url FROM Document ORDER BY Name NULLS LAST"
5545,"SELECT Type,LeadSource FROM Opportunity ORDER BY Probability"
5546,"SELECT Id,State FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
5547,"SELECT ShippingCity,BillingPhoneNumber FROM Order ORDER BY Name NULLS LAST"
5548,"SELECT Id,AccountId FROM Asset ORDER BY Price"
5549,"SELECT UserRoleId,Department FROM User ORDER BY LastName DESC"
5550,"SELECT OwnerId,Type FROM Case GROUP BY Type"
5551,"SELECT OwnerId,FiscalQuarter FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
5552,"SELECT FirstName,Company FROM Lead ORDER BY LeadSource NULLS LAST"
5553,SELECT AnnualRevenue FROM Lead GROUP BY IsConverted
5554,"SELECT Keywords,Author.Name FROM Document ORDER BY Name DESC NULLS LAST"
5555,"SELECT Email,MiddleName,Email FROM Contact"
5556,"SELECT Department,UserType FROM User ORDER BY LastName DESC"
5557,"SELECT Description,LeadSource FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
5558,SELECT AccountNumber FROM Account GROUP BY BillingCity
5559,"SELECT Rating,State FROM Lead GROUP BY State"
5560,"SELECT LastName,FirstName FROM Contact GROUP BY Department"
5561,"SELECT Comments,OwnerId FROM Case ORDER BY ClosedDate NULLS LAST"
5562,"SELECT Id,AccountId FROM Asset GROUP BY Status"
5563,"SELECT IsActive,JobFamily__c FROM User GROUP BY Business_Unit__c"
5564,"SELECT FirstName,Country FROM Lead GROUP BY Status"
5565,"SELECT UserType,CompanyName FROM User ORDER BY FirstName DESC NULLS LAST"
5566,"SELECT AccountId,AccountId FROM Order ORDER BY Name"
5567,"SELECT Id,ManagerId FROM User ORDER BY FirstName DESC NULLS LAST"
5568,"SELECT AboutMe,UserRoleId FROM User ORDER BY FirstName DESC NULLS LAST"
5569,"SELECT ContentType,Id FROM Document GROUP BY Type"
5570,"SELECT GrandTotalAmount,BillingState FROM Order ORDER BY Name DESC NULLS LAST"
5571,"SELECT IsPersonAccount,BillingCity FROM Account ORDER BY Name"
5572,"SELECT Body,Id FROM Document ORDER BY Name"
5573,"SELECT State,MiddleName FROM Lead ORDER BY AnnualRevenue DESC"
5574,"SELECT ShippingState,ShippingState FROM Order ORDER BY Name NULLS LAST"
5575,"SELECT IsPersonAccount,Ownership FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
5576,"SELECT UserRoleId,Department FROM User GROUP BY JobFamily__c"
5577,"SELECT Status,ContactId FROM Asset ORDER BY Name DESC NULLS LAST"
5578,"SELECT FirstName,Rating FROM Lead GROUP BY IsConverted"
5579,"SELECT Status,BillingCountry FROM Order ORDER BY TotalAmount"
5580,"SELECT ShippingCity,BillingPhoneNumber FROM Order GROUP BY BillingCity"
5581,"SELECT SerialNumber,AssetLevel FROM Asset ORDER BY Name DESC NULLS LAST"
5582,"SELECT IsConverted,NumberOfEmployees FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
5583,"SELECT Division,MiddleName FROM User ORDER BY LastName DESC NULLS LAST"
5584,"SELECT GrandTotalAmount,Status FROM Order ORDER BY GrandTotalAmount NULLS LAST"
5585,SELECT IsPersonAccount FROM Contact GROUP BY Department
5586,"SELECT Name,LeadSource FROM Opportunity ORDER BY Probability DESC"
5587,SELECT Id FROM Order
5588,"SELECT BillingState,Status FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
5589,"SELECT ShippingCity,EndDate FROM Order ORDER BY Name DESC"
5590,"SELECT AboutMe,State FROM User ORDER BY Department DESC NULLS LAST"
5591,"SELECT LastName,Email FROM Lead GROUP BY State"
5592,"SELECT TotalAmount,AccountId FROM Order ORDER BY TotalAmount NULLS LAST"
5593,"SELECT Id,AccountId FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
5594,"SELECT EndDate,Name FROM Order ORDER BY GrandTotalAmount DESC"
5595,"SELECT ManagerId,Business_Unit__c FROM User ORDER BY Name NULLS LAST"
5596,"SELECT Status,ContactId FROM Asset ORDER BY Name NULLS LAST"
5597,"SELECT AccountNumber,NumberOfEmployees FROM Account GROUP BY Type"
5598,"SELECT Id,Company FROM Lead ORDER BY AnnualRevenue"
5599,SELECT Description FROM Account
5600,"SELECT Id,Description FROM Asset ORDER BY Price DESC"
5601,"SELECT ShippingCity,BillingState FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
5602,SELECT ManagerId FROM User GROUP BY JobFamily__c
5603,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY LeadSource DESC NULLS LAST"
5604,"SELECT Description,Id FROM Contact ORDER BY Department NULLS LAST"
5605,"SELECT Country,MiddleName FROM Lead ORDER BY Rating"
5606,"SELECT BillingCity,Description FROM Account ORDER BY NumberOfEmployees"
5607,"SELECT Name,ShippingCountry FROM Order ORDER BY Name NULLS LAST"
5608,SELECT StageName FROM Opportunity GROUP BY Type
5609,"SELECT Department,Department FROM Contact ORDER BY FirstName DESC"
5610,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY LastName"
5611,"SELECT Author.Name,Type,Author.Name FROM Document"
5612,"SELECT Id,LeadSource FROM Opportunity ORDER BY Amount DESC"
5613,"SELECT FirstName,MobilePhone FROM Lead ORDER BY FirstName DESC"
5614,"SELECT ContactId,SerialNumber FROM Asset ORDER BY Price"
5615,"SELECT LastName,Rating FROM Lead"
5616,"SELECT IsActive,State FROM User ORDER BY Name NULLS LAST"
5617,"SELECT BillingPostalCode,Ownership FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
5618,"SELECT Id,ManagerId FROM User ORDER BY Name NULLS LAST"
5619,"SELECT Id,MiddleName FROM Contact ORDER BY FirstName DESC NULLS LAST"
5620,"SELECT Name,AnnualRevenue FROM Lead ORDER BY Name NULLS LAST"
5621,"SELECT BillingCountry,AccountId FROM Order GROUP BY Status"
5622,"SELECT AccountNumber,IsPersonAccount FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
5623,"SELECT AnnualRevenue,Industry FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST"
5624,SELECT Business_Unit__c FROM User GROUP BY JobProfile__c
5625,SELECT Email FROM User
5626,"SELECT AccountId,Department FROM Contact ORDER BY LastName DESC NULLS LAST"
5627,"SELECT FirstName,Email FROM User ORDER BY Department DESC"
5628,"SELECT LastName,Email FROM Lead ORDER BY AnnualRevenue"
5629,"SELECT OwnerId,GrandTotalAmount FROM Order ORDER BY Name DESC"
5630,"SELECT Name,AnnualRevenue FROM Lead ORDER BY NumberOfEmployees DESC"
5631,"SELECT IsPersonAccount,Ownership FROM Account ORDER BY Name NULLS LAST"
5632,"SELECT Description,Status FROM Asset GROUP BY AssetLevel"
5633,"SELECT LastName,Name FROM Contact ORDER BY LeadSource DESC"
5634,"SELECT TotalAmount,ShippingCountry FROM Order GROUP BY BillingCountry"
5635,"SELECT MobilePhone,Email FROM Lead GROUP BY State"
5636,"SELECT Type,IsPublic FROM Document ORDER BY Name DESC"
5637,"SELECT HasOpenActivity,StageName FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
5638,"SELECT Division,State FROM User GROUP BY City"
5639,"SELECT SerialNumber,Description FROM Asset ORDER BY Price NULLS LAST"
5640,"SELECT MiddleName,Email FROM Contact ORDER BY Name"
5641,"SELECT BillingPostalCode,BillingState FROM Account GROUP BY BillingCountry"
5642,"SELECT Name,ContactId FROM Asset"
5643,"SELECT Status,AccountId FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
5644,"SELECT Type,NextStep FROM Opportunity ORDER BY Probability DESC NULLS LAST"
5645,"SELECT Rating,State FROM Lead GROUP BY Rating"
5646,"SELECT Status,BillingPhoneNumber FROM Order ORDER BY Name DESC NULLS LAST"
5647,"SELECT ShippingCity,EndDate FROM Order ORDER BY Name DESC NULLS LAST"
5648,"SELECT BillingStreet,AccountNumber FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
5649,"SELECT FirstName,Country FROM Lead ORDER BY Name NULLS LAST"
5650,"SELECT IsClosed,IsClosed FROM Opportunity ORDER BY Name NULLS LAST"
5651,"SELECT AccountId,ContactPhone,AccountId FROM Case"
5652,"SELECT IsClosed,IsClosed FROM Opportunity ORDER BY Amount DESC"
5653,"SELECT Id,ContactId,Id FROM Asset"
5654,"SELECT Origin,OwnerId FROM Case GROUP BY Status"
5655,"SELECT IsClosed,FiscalYear FROM Opportunity ORDER BY LeadSource"
5656,"SELECT Price,Name FROM Asset ORDER BY Quantity"
5657,"SELECT HasOpenActivity,ContactId,HasOpenActivity FROM Opportunity"
5658,"SELECT State,IsConverted FROM Lead ORDER BY AnnualRevenue DESC"
5659,SELECT State FROM Lead GROUP BY Country
5660,"SELECT LeadSource,Department FROM Contact ORDER BY Department"
5661,"SELECT IsConverted,LastName FROM Lead GROUP BY State"
5662,"SELECT LeadSource,Email FROM Contact ORDER BY LastName"
5663,"SELECT Status,Description FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
5664,"SELECT AnnualRevenue,Id FROM Account ORDER BY Name DESC NULLS LAST"
5665,"SELECT Comments,ContactId FROM Case"
5666,"SELECT OwnerId,ShippingState FROM Order GROUP BY Type"
5667,"SELECT LastName,LeadSource FROM Contact ORDER BY LeadSource"
5668,"SELECT ShippingCity,EndDate,ShippingCity FROM Order"
5669,"SELECT Rating,FirstName FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
5670,"SELECT Status,ClosedDate FROM Case ORDER BY ClosedDate NULLS LAST"
5671,SELECT NumberOfEmployees FROM Lead GROUP BY Status
5672,"SELECT Ownership,Website FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
5673,"SELECT IsPersonAccount,BillingCity FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
5674,SELECT Rating FROM Lead GROUP BY City
5675,"SELECT EndDate,Name FROM Order ORDER BY GrandTotalAmount NULLS LAST"
5676,"SELECT BillingCity,Description FROM Account ORDER BY Name DESC"
5677,"SELECT StageName,FiscalYear FROM Opportunity ORDER BY LeadSource NULLS LAST"
5678,"SELECT Email,LastName FROM Lead ORDER BY Rating"
5679,"SELECT OwnerId,ShippingCountry FROM Order GROUP BY Status"
5680,"SELECT Region__c,AccountId FROM User ORDER BY FirstName DESC"
5681,"SELECT Website,AnnualRevenue FROM Account ORDER BY NumberOfEmployees NULLS LAST"
5682,"SELECT AccountId,ShippingCity FROM Order ORDER BY GrandTotalAmount DESC"
5683,"SELECT LastName,Name FROM Contact ORDER BY LastName NULLS LAST"
5684,"SELECT Name,BillingCity FROM Account GROUP BY BillingCity"
5685,"SELECT NumberOfEmployees,Phone,NumberOfEmployees FROM Account"
5686,"SELECT Industry,BillingStreet FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
5687,"SELECT Email,Name FROM Contact ORDER BY Name NULLS LAST"
5688,"SELECT SerialNumber,AssetLevel FROM Asset ORDER BY Quantity DESC"
5689,"SELECT LastName,Email FROM Lead"
5690,"SELECT Email,Company FROM Lead ORDER BY Name DESC"
5691,"SELECT IsPersonAccount,Department FROM Contact"
5692,"SELECT MiddleName,Phone FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
5693,"SELECT FirstName,Rating FROM Lead ORDER BY Rating DESC NULLS LAST"
5694,"SELECT Email,City FROM User ORDER BY FirstName NULLS LAST"
5695,"SELECT Name,Price FROM Asset GROUP BY Status"
5696,"SELECT AccountId,AccountId FROM Order ORDER BY Name DESC"
5697,"SELECT Description,Author.Name FROM Document ORDER BY Name"
5698,"SELECT NextStep,OwnerId FROM Opportunity ORDER BY LeadSource"
5699,SELECT count(id) FROM Document GROUP BY Type
5700,"SELECT ShippingState,BillingCountry FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
5701,"SELECT ShippingState,BillingCountry FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
5702,"SELECT Id,ContactId FROM Opportunity ORDER BY Probability"
5703,"SELECT CompanyName,JobProfile__c FROM User ORDER BY LastName DESC"
5704,"SELECT MiddleName,JobFamily__c FROM User ORDER BY Name DESC"
5705,"SELECT UserType,CompanyName FROM User ORDER BY LastName DESC"
5706,"SELECT Description,Name FROM Account GROUP BY BillingCity"
5707,"SELECT FirstName,Country FROM Lead ORDER BY LeadSource DESC"
5708,"SELECT ShippingState,ShippingState FROM Order ORDER BY Name"
5709,"SELECT MobilePhone,Email FROM Lead ORDER BY AnnualRevenue NULLS LAST"
5710,"SELECT Name,SerialNumber FROM Asset ORDER BY SerialNumber DESC"
5711,"SELECT org62_Chatter_Link__c,State FROM User ORDER BY Name DESC NULLS LAST"
5712,"SELECT IsClosed,Probability FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
5713,"SELECT IsPersonAccount,Email FROM Contact ORDER BY FirstName DESC"
5714,"SELECT FirstName,EmployeeNumber FROM User GROUP BY Division"
5715,"SELECT Email,Company FROM Lead ORDER BY Name NULLS LAST"
5716,"SELECT Id,AccountId FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
5717,"SELECT AccountId,FiscalQuarter FROM Opportunity ORDER BY Name NULLS LAST"
5718,"SELECT Name,LastName FROM Contact GROUP BY Department"
5719,"SELECT ContactPhone,Description,ContactPhone FROM Case"
5720,"SELECT LastName,Email FROM Lead ORDER BY Name DESC NULLS LAST"
5721,"SELECT JobProfile__c,CompanyName FROM User ORDER BY FirstName DESC"
5722,"SELECT MiddleName,Phone FROM Lead GROUP BY Status"
5723,"SELECT Website,BillingState FROM Account ORDER BY NumberOfEmployees NULLS LAST"
5724,"SELECT MiddleName,Email FROM Contact ORDER BY Name DESC NULLS LAST"
5725,SELECT Phone FROM Account
5726,"SELECT Company,Status FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
5727,"SELECT Name,BillingCity FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
5728,"SELECT BillingPostalCode,Name,BillingPostalCode FROM Account"
5729,"SELECT Ownership,Type FROM Account ORDER BY NumberOfEmployees"
5730,"SELECT CompanyName,EmployeeNumber FROM User"
5731,"SELECT Description,Id FROM Contact GROUP BY Department"
5732,"SELECT Name,LastName FROM Contact ORDER BY Department DESC NULLS LAST"
5733,SELECT AccountId FROM Order GROUP BY BillingCountry
5734,"SELECT StageName,Id FROM Opportunity ORDER BY Amount DESC NULLS LAST"
5735,"SELECT AccountNumber,BillingStreet FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
5736,"SELECT ContactId,AccountId FROM Asset ORDER BY Quantity NULLS LAST"
5737,"SELECT Type,OwnerId FROM Order GROUP BY BillingCity"
5738,"SELECT LastName,FirstName FROM Contact ORDER BY FirstName DESC NULLS LAST"
5739,"SELECT org62_Chatter_Link__c,CompanyName FROM User ORDER BY FirstName DESC NULLS LAST"
5740,"SELECT AccountId,SerialNumber,AccountId FROM Asset"
5741,"SELECT Department,LeadSource FROM Contact"
5742,SELECT BillingCity FROM Order GROUP BY BillingCountry
5743,"SELECT Description,Description FROM Asset ORDER BY Price DESC"
5744,"SELECT AccountNumber,IsPersonAccount FROM Account ORDER BY NumberOfEmployees NULLS LAST"
5745,"SELECT ShippingCity,BillingState FROM Order ORDER BY TotalAmount NULLS LAST"
5746,SELECT EmployeeNumber FROM User GROUP BY Business_Unit__c
5747,"SELECT FirstName,Email FROM User ORDER BY Name NULLS LAST"
5748,SELECT IsActive FROM User GROUP BY JobProfile__c
5749,"SELECT Email,Rating FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
5750,"SELECT Type,ContactPhone FROM Case ORDER BY ClosedDate"
5751,"SELECT State,IsConverted FROM Lead ORDER BY NumberOfEmployees"
5752,"SELECT LeadSource,LeadSource FROM Contact ORDER BY FirstName NULLS LAST"
5753,"SELECT IsPersonAccount,BillingCity FROM Account"
5754,"SELECT AboutMe,ManagerId FROM User"
5755,"SELECT Phone,Description FROM Lead GROUP BY City"
5756,"SELECT Name,Id FROM Opportunity ORDER BY Name"
5757,"SELECT IsPersonAccount,BillingCity FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
5758,"SELECT Status,BillingCountry FROM Order GROUP BY Type"
5759,"SELECT AuthorId,Id FROM Document ORDER BY Name DESC"
5760,SELECT count(id) FROM User GROUP BY JobFamily__c
5761,"SELECT State,EmployeeNumber FROM User ORDER BY LastName DESC"
5762,"SELECT TotalAmount,AccountId FROM Order"
5763,"SELECT Type,Ownership FROM Account ORDER BY NumberOfEmployees"
5764,"SELECT ContactId,Status FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
5765,SELECT AccountId FROM User GROUP BY City
5766,"SELECT State,IsConverted FROM Lead GROUP BY State"
5767,"SELECT Name,SerialNumber FROM Asset ORDER BY Quantity NULLS LAST LIMIT 1"
5768,"SELECT AccountId,Department FROM Contact ORDER BY Department DESC NULLS LAST"
5769,"SELECT OwnerId,NextStep FROM Opportunity ORDER BY Name DESC"
5770,"SELECT Rating,MiddleName FROM Lead ORDER BY AnnualRevenue DESC"
5771,"SELECT State,Country FROM Lead ORDER BY Rating DESC"
5772,"SELECT AboutMe,UserRoleId FROM User ORDER BY LastName DESC NULLS LAST"
5773,"SELECT OrderedDate,Id FROM Order ORDER BY Name NULLS LAST"
5774,"SELECT ShippingState,Description FROM Order ORDER BY TotalAmount NULLS LAST"
5775,"SELECT ShippingState,BillingCountry FROM Order ORDER BY GrandTotalAmount NULLS LAST LIMIT 1"
5776,"SELECT Email,City FROM User ORDER BY LastName NULLS LAST"
5777,"SELECT AccountId,OwnerId FROM Case GROUP BY Type"
5778,"SELECT Phone,Description FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
5779,"SELECT Ownership,Website FROM Account ORDER BY NumberOfEmployees NULLS LAST"
5780,"SELECT JobFamily__c,Department,JobFamily__c FROM User"
5781,"SELECT NumberOfEmployees,Phone FROM Lead ORDER BY LastName DESC NULLS LAST"
5782,"SELECT LastName,IsConverted FROM Lead ORDER BY FirstName"
5783,"SELECT EmployeeNumber,FirstName FROM User ORDER BY Department DESC NULLS LAST"
5784,"SELECT BillingCity,Phone FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST"
5785,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY Name"
5786,"SELECT State,MiddleName FROM Lead ORDER BY FirstName"
5787,"SELECT Department,Phone FROM Contact ORDER BY LastName NULLS LAST"
5788,"SELECT AccountId,Department FROM Contact GROUP BY Department"
5789,"SELECT Keywords,Body,Keywords FROM Document"
5790,"SELECT ContentType,Url,ContentType FROM Document"
5791,"SELECT Region__c,AccountId FROM User ORDER BY Name DESC"
5792,"SELECT ContactId,Description FROM Asset ORDER BY Price DESC"
5793,"SELECT Id,OrderedDate FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
5794,"SELECT MiddleName,AccountId FROM User"
5795,"SELECT Email,UserType FROM User ORDER BY LastName DESC NULLS LAST"
5796,"SELECT BillingCity,BillingCity FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
5797,"SELECT Ownership,BillingCity,Ownership FROM Account"
5798,"SELECT LastName,LeadSource FROM Contact ORDER BY Name NULLS LAST"
5799,"SELECT Description,ContactId FROM Asset ORDER BY Price"
5800,"SELECT Description,MiddleName FROM Contact ORDER BY LeadSource"
5801,"SELECT Email,Rating FROM Lead ORDER BY AnnualRevenue DESC"
5802,SELECT FirstName FROM User GROUP BY State
5803,"SELECT Department,Department FROM Contact ORDER BY LeadSource NULLS LAST"
5804,"SELECT ShippingState,Description FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
5805,"SELECT Quantity,ContactId FROM Asset ORDER BY Quantity NULLS LAST"
5806,"SELECT Id,AccountId FROM Asset ORDER BY Name DESC"
5807,"SELECT Email,Name FROM Contact ORDER BY Name DESC NULLS LAST"
5808,"SELECT Status,AssetLevel,Status FROM Asset"
5809,"SELECT BillingCity,Phone FROM Account"
5810,"SELECT OwnerId,ContactId FROM Opportunity ORDER BY LeadSource NULLS LAST"
5811,"SELECT Business_Unit__c,Country FROM User GROUP BY JobFamily__c"
5812,"SELECT AccountId,CaseNumber FROM Case ORDER BY ClosedDate"
5813,"SELECT ContactId,Price FROM Asset ORDER BY Name DESC"
5814,"SELECT Company,Name FROM Lead ORDER BY LeadSource DESC"
5815,"SELECT Rating,MiddleName FROM Lead ORDER BY LeadSource NULLS LAST"
5816,"SELECT IsPublic,Id FROM Document ORDER BY Name"
5817,"SELECT Id,State FROM Lead ORDER BY FirstName"
5818,"SELECT Description,OwnerId FROM Case ORDER BY ClosedDate"
5819,"SELECT CompanyName,EmployeeNumber FROM User ORDER BY Department DESC"
5820,"SELECT Email,Company FROM Lead GROUP BY City"
5821,SELECT MiddleName FROM Lead GROUP BY Rating
5822,"SELECT Status,BillingCountry FROM Order GROUP BY BillingState"
